customer_id,name,age,salary,department,city,years_experience,satisfaction_score,signup_date,churn
bd5ed5f5-4d59-4469-b1b7-4201690d84ed,Person_0,23,57098,Engineering,Hyderabad,13,,2020-07-10,0
846a6bb7-4427-45cb-bb49-08fa773ba8e6,Person_1,56,83878,Engineering,Bangalore,10,2.9,2021-11-20,1
625c9f31-2c6c-453d-b94b-b2f12f509a36,Person_2,38,120647,Engineering,Delhi,9,6.6,2022-01-10,0
7ced157a-6b66-4c23-b6cf-55834e4cddaf,Person_3,40,137108,Engineering,Delhi,20,2.5,2021-12-28,1
99578cc7-3c42-4870-a1f2-f15f69005a94,Person_4,60,95010,Sales,Delhi,29,6.0,2023-11-03,1
b2d1f74b-5e8f-4ae6-b206-69812b38203a,Person_5,42,33675,Support,Mumbai,15,9.2,2022-07-28,1
a1c2378c-cdde-42eb-8505-920fb8005bbc,Person_6,59,101484,Sales,Bangalore,2,8.7,2020-11-09,0
7e2fe6d7-c616-40a3-bee4-1ca82d4ebd65,Person_7,46,86348,Support,Chennai,3,5.8,2021-06-30,0
265d8eeb-6b9c-40c4-b262-163b8228174e,Person_8,22,139799,Support,Bangalore,3,3.7,2023-08-01,1
6f631c0b-b807-4192-9656-9ee7569b8216,Person_9,55,103504,Engineering,Chennai,28,8.3,2021-05-05,1
231c0bf8-7251-4236-b513-97c21140be11,Person_10,53,124693,Sales,Bangalore,30,3.4,2023-05-27,1
839df6c3-4a12-4c0d-a54c-48a45f48a4ce,Person_11,34,77296,Marketing,Delhi,14,3.0,2021-11-23,1
0372439d-7718-4c04-a551-d3842c40e939,Person_12,,32716,Engineering,Mumbai,7,5.4,2023-01-09,1
5ecd7561-5835-4377-a91a-2ec3f92a57e0,Person_13,52,49957,HR,Mumbai,14,1.5,2023-08-31,0
b72b005e-d651-417b-b41d-9a7c0e151d50,Person_14,28,49931,Sales,Delhi,14,9.3,2022-06-26,0
362e33d5-a506-4840-808a-f9b085493762,Person_15,56,1309386,Sales,Bangalore,15,4.6,2020-04-30,1
cdd6da1a-f488-4861-9e17-ddfaaf157b4c,Person_16,51,116303,Support,Delhi,9,1.5,2023-01-15,1
941aee1b-f9cd-4953-af32-17f6178b9750,Person_17,55,91562,Sales,Chennai,21,4.6,2023-03-12,1
dfcb7b62-aba6-4754-b574-e932e3cf8452,Person_18,59,66467,Sales,Mumbai,12,6.8,2022-07-25,1
afc87d90-0035-472b-8197-ca7db718a290,Person_19,58,34602,Support,Mumbai,11,8.9,2022-01-26,1
d7d0567d-4a8c-4b16-89d7-730947cf6903,Person_20,55,,Marketing,Chennai,4,9.0,2023-02-07,1
67a40d28-ae6f-4cf9-a748-3f83fb0a05c2,Person_21,38,57914,Engineering,Chennai,26,1.0,2020-09-24,0
5ab263a3-c05a-4fe9-87fe-c2167f707f25,Person_22,49,39663,Sales,Hyderabad,11,2.3,2020-09-18,1
4e7c0fae-afd3-49ce-933a-10448eb80419,Person_23,24,52535,Engineering,Mumbai,28,9.8,2020-11-12,0
c7927838-7b53-4fa7-8b7a-24a0da211db6,Person_24,33,28248,Marketing,Delhi,27,3.2,2020-11-22,1
7f6f4900-3aaa-4d98-9ba9-4c60ed99a6ff,Person_25,36,145383,Marketing,Bangalore,21,4.0,2020-05-22,0
